Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
14/04/2025;16:15:00;14/04/2025;16:30:00;541448800000018463;;AMR-meter;Afname Reactief;6,57;kVArh;Gevalideerd;
14/04/2025;16:15:00;14/04/2025;16:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;16:15:00;14/04/2025;16:30:00;541448800000018463;;AMR-meter;Afname Inductief;16,25;kVArh;Gevalideerd;
14/04/2025;16:30:00;14/04/2025;16:45:00;541448800000018463;;AMR-meter;Afname Actief;22,5;kWh;Gevalideerd;
14/04/2025;16:30:00;14/04/2025;16:45:00;541448800000018463;;AMR-meter;Afname Reactief;11,61;kVArh;Gevalideerd;
14/04/2025;16:30:00;14/04/2025;16:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;16:30:00;14/04/2025;16:45:00;541448800000018463;;AMR-meter;Afname Inductief;22,5;kVArh;Gevalideerd;
14/04/2025;16:45:00;14/04/2025;17:00:00;541448800000018463;;AMR-meter;Afname Actief;25,625;kWh;Gevalideerd;
14/04/2025;16:45:00;14/04/2025;17:00:00;541448800000018463;;AMR-meter;Afname Reactief;3,848;kVArh;Gevalideerd;
14/04/2025;16:45:00;14/04/2025;17:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;16:45:00;14/04/2025;17:00:00;541448800000018463;;AMR-meter;Afname Inductief;16,25;kVArh;Gevalideerd;
14/04/2025;17:00:00;14/04/2025;17:15:00;541448800000018463;;AMR-meter;Afname Actief;33,75;kWh;Gevalideerd;
14/04/2025;17:00:00;14/04/2025;17:15:00;541448800000018463;;AMR-meter;Afname Reactief;6,79;kVArh;Gevalideerd;
14/04/2025;17:00:00;14/04/2025;17:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;17:00:00;14/04/2025;17:15:00;541448800000018463;;AMR-meter;Afname Inductief;23,125;kVArh;Gevalideerd;
14/04/2025;17:15:00;14/04/2025;17:30:00;541448800000018463;;AMR-meter;Afname Actief;5,625;kWh;Gevalideerd;
14/04/2025;17:15:00;14/04/2025;17:30:00;541448800000018463;;AMR-meter;Afname Reactief;11,028;kVArh;Gevalideerd;
14/04/2025;17:15:00;14/04/2025;17:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;17:15:00;14/04/2025;17:30:00;541448800000018463;;AMR-meter;Afname Inductief;13,75;kVArh;Gevalideerd;
14/04/2025;17:30:00;14/04/2025;17:45:00;541448800000018463;;AMR-meter;Afname Actief;44,375;kWh;Gevalideerd;
14/04/2025;17:30:00;14/04/2025;17:45:00;541448800000018463;;AMR-meter;Afname Reactief;6,023;kVArh;Gevalideerd;
14/04/2025;17:30:00;14/04/2025;17:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;17:30:00;14/04/2025;17:45:00;541448800000018463;;AMR-meter;Afname Inductief;27,5;kVArh;Gevalideerd;
14/04/2025;17:45:00;14/04/2025;18:00:00;541448800000018463;;AMR-meter;Afname Actief;47,5;kWh;Gevalideerd;
14/04/2025;17:45:00;14/04/2025;18:00:00;541448800000018463;;AMR-meter;Afname Reactief;5,76;kVArh;Gevalideerd;
14/04/2025;17:45:00;14/04/2025;18:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;17:45:00;14/04/2025;18:00:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
14/04/2025;18:00:00;14/04/2025;18:15:00;541448800000018463;;AMR-meter;Afname Actief;66,875;kWh;Gevalideerd;
14/04/2025;18:00:00;14/04/2025;18:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;18:00:00;14/04/2025;18:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;18:00:00;14/04/2025;18:15:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
14/04/2025;18:15:00;14/04/2025;18:30:00;541448800000018463;;AMR-meter;Afname Actief;41,875;kWh;Gevalideerd;
14/04/2025;18:15:00;14/04/2025;18:30:00;541448800000018463;;AMR-meter;Afname Reactief;9,733;kVArh;Gevalideerd;
14/04/2025;18:15:00;14/04/2025;18:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;18:15:00;14/04/2025;18:30:00;541448800000018463;;AMR-meter;Afname Inductief;30;kVArh;Gevalideerd;
14/04/2025;18:30:00;14/04/2025;18:45:00;541448800000018463;;AMR-meter;Afname Actief;46,875;kWh;Gevalideerd;
14/04/2025;18:30:00;14/04/2025;18:45:00;541448800000018463;;AMR-meter;Afname Reactief;6,687;kVArh;Gevalideerd;
14/04/2025;18:30:00;14/04/2025;18:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;18:30:00;14/04/2025;18:45:00;541448800000018463;;AMR-meter;Afname Inductief;29,375;kVArh;Gevalideerd;
14/04/2025;18:45:00;14/04/2025;19:00:00;541448800000018463;;AMR-meter;Afname Actief;76,875;kWh;Gevalideerd;
14/04/2025;18:45:00;14/04/2025;19:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;18:45:00;14/04/2025;19:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;18:45:00;14/04/2025;19:00:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
14/04/2025;19:00:00;14/04/2025;19:15:00;541448800000018463;;AMR-meter;Afname Actief;65,625;kWh;Gevalideerd;
14/04/2025;19:00:00;14/04/2025;19:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;19:00:00;14/04/2025;19:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;19:00:00;14/04/2025;19:15:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
14/04/2025;19:15:00;14/04/2025;19:30:00;541448800000018463;;AMR-meter;Afname Actief;75;kWh;Gevalideerd;
14/04/2025;19:15:00;14/04/2025;19:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;19:15:00;14/04/2025;19:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;19:15:00;14/04/2025;19:30:00;541448800000018463;;AMR-meter;Afname Inductief;28,125;kVArh;Gevalideerd;
14/04/2025;19:30:00;14/04/2025;19:45:00;541448800000018463;;AMR-meter;Afname Actief;96,25;kWh;Gevalideerd;
14/04/2025;19:30:00;14/04/2025;19:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;19:30:00;14/04/2025;19:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;19:30:00;14/04/2025;19:45:00;541448800000018463;;AMR-meter;Afname Inductief;30;kVArh;Gevalideerd;
14/04/2025;19:45:00;14/04/2025;20:00:00;541448800000018463;;AMR-meter;Afname Actief;104,375;kWh;Gevalideerd;
14/04/2025;19:45:00;14/04/2025;20:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;19:45:00;14/04/2025;20:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;19:45:00;14/04/2025;20:00:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
14/04/2025;20:00:00;14/04/2025;20:15:00;541448800000018463;;AMR-meter;Afname Actief;109,375;kWh;Gevalideerd;
14/04/2025;20:00:00;14/04/2025;20:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;20:00:00;14/04/2025;20:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;20:00:00;14/04/2025;20:15:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
14/04/2025;20:15:00;14/04/2025;20:30:00;541448800000018463;;AMR-meter;Afname Actief;101,875;kWh;Gevalideerd;
14/04/2025;20:15:00;14/04/2025;20:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;20:15:00;14/04/2025;20:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;20:15:00;14/04/2025;20:30:00;541448800000018463;;AMR-meter;Afname Inductief;30;kVArh;Gevalideerd;
14/04/2025;20:30:00;14/04/2025;20:45:00;541448800000018463;;AMR-meter;Afname Actief;107,5;kWh;Gevalideerd;
14/04/2025;20:30:00;14/04/2025;20:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;20:30:00;14/04/2025;20:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;20:30:00;14/04/2025;20:45:00;541448800000018463;;AMR-meter;Afname Inductief;31,875;kVArh;Gevalideerd;
14/04/2025;20:45:00;14/04/2025;21:00:00;541448800000018463;;AMR-meter;Afname Actief;96,25;kWh;Gevalideerd;
14/04/2025;20:45:00;14/04/2025;21:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;20:45:00;14/04/2025;21:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;20:45:00;14/04/2025;21:00:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
14/04/2025;21:00:00;14/04/2025;21:15:00;541448800000018463;;AMR-meter;Afname Actief;102,5;kWh;Gevalideerd;
14/04/2025;21:00:00;14/04/2025;21:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;21:00:00;14/04/2025;21:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;21:00:00;14/04/2025;21:15:00;541448800000018463;;AMR-meter;Afname Inductief;27,5;kVArh;Gevalideerd;
14/04/2025;21:15:00;14/04/2025;21:30:00;541448800000018463;;AMR-meter;Afname Actief;114,375;kWh;Gevalideerd;
14/04/2025;21:15:00;14/04/2025;21:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;21:15:00;14/04/2025;21:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;21:15:00;14/04/2025;21:30:00;541448800000018463;;AMR-meter;Afname Inductief;29,375;kVArh;Gevalideerd;
14/04/2025;21:30:00;14/04/2025;21:45:00;541448800000018463;;AMR-meter;Afname Actief;113,125;kWh;Gevalideerd;
14/04/2025;21:30:00;14/04/2025;21:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;21:30:00;14/04/2025;21:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;21:30:00;14/04/2025;21:45:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
14/04/2025;21:45:00;14/04/2025;22:00:00;541448800000018463;;AMR-meter;Afname Actief;111,25;kWh;Gevalideerd;
14/04/2025;21:45:00;14/04/2025;22:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;21:45:00;14/04/2025;22:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;21:45:00;14/04/2025;22:00:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
14/04/2025;22:00:00;14/04/2025;22:15:00;541448800000018463;;AMR-meter;Afname Actief;116,25;kWh;Gevalideerd;
14/04/2025;22:00:00;14/04/2025;22:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;22:00:00;14/04/2025;22:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;22:00:00;14/04/2025;22:15:00;541448800000018463;;AMR-meter;Afname Inductief;32,5;kVArh;Gevalideerd;
14/04/2025;22:15:00;14/04/2025;22:30:00;541448800000018463;;AMR-meter;Afname Actief;115;kWh;Gevalideerd;
14/04/2025;22:15:00;14/04/2025;22:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;22:15:00;14/04/2025;22:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;22:15:00;14/04/2025;22:30:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
14/04/2025;22:30:00;14/04/2025;22:45:00;541448800000018463;;AMR-meter;Afname Actief;117,5;kWh;Gevalideerd;
14/04/2025;22:30:00;14/04/2025;22:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;22:30:00;14/04/2025;22:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;22:30:00;14/04/2025;22:45:00;541448800000018463;;AMR-meter;Afname Inductief;32,5;kVArh;Gevalideerd;
14/04/2025;22:45:00;14/04/2025;23:00:00;541448800000018463;;AMR-meter;Afname Actief;112,5;kWh;Gevalideerd;
14/04/2025;22:45:00;14/04/2025;23:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;22:45:00;14/04/2025;23:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;22:45:00;14/04/2025;23:00:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
14/04/2025;23:00:00;14/04/2025;23:15:00;541448800000018463;;AMR-meter;Afname Actief;114,375;kWh;Gevalideerd;
14/04/2025;23:00:00;14/04/2025;23:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;23:00:00;14/04/2025;23:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;23:00:00;14/04/2025;23:15:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
14/04/2025;23:15:00;14/04/2025;23:30:00;541448800000018463;;AMR-meter;Afname Actief;116,25;kWh;Gevalideerd;
14/04/2025;23:15:00;14/04/2025;23:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;23:15:00;14/04/2025;23:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;23:15:00;14/04/2025;23:30:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
14/04/2025;23:30:00;14/04/2025;23:45:00;541448800000018463;;AMR-meter;Afname Actief;115,625;kWh;Gevalideerd;
14/04/2025;23:30:00;14/04/2025;23:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;23:30:00;14/04/2025;23:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;23:30:00;14/04/2025;23:45:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
14/04/2025;23:45:00;15/04/2025;00:00:00;541448800000018463;;AMR-meter;Afname Actief;116,25;kWh;Gevalideerd;
14/04/2025;23:45:00;15/04/2025;00:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
14/04/2025;23:45:00;15/04/2025;00:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
14/04/2025;23:45:00;15/04/2025;00:00:00;541448800000018463;;AMR-meter;Afname Inductief;33,125;kVArh;Gevalideerd;
15/04/2025;00:00:00;15/04/2025;00:15:00;541448800000018463;;AMR-meter;Afname Actief;115;kWh;Gevalideerd;
15/04/2025;00:00:00;15/04/2025;00:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;00:00:00;15/04/2025;00:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;00:00:00;15/04/2025;00:15:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
15/04/2025;00:15:00;15/04/2025;00:30:00;541448800000018463;;AMR-meter;Afname Actief;111,25;kWh;Gevalideerd;
15/04/2025;00:15:00;15/04/2025;00:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;00:15:00;15/04/2025;00:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;00:15:00;15/04/2025;00:30:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
15/04/2025;00:30:00;15/04/2025;00:45:00;541448800000018463;;AMR-meter;Afname Actief;117,5;kWh;Gevalideerd;
15/04/2025;00:30:00;15/04/2025;00:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;00:30:00;15/04/2025;00:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;00:30:00;15/04/2025;00:45:00;541448800000018463;;AMR-meter;Afname Inductief;31,875;kVArh;Gevalideerd;
15/04/2025;00:45:00;15/04/2025;01:00:00;541448800000018463;;AMR-meter;Afname Actief;110;kWh;Gevalideerd;
15/04/2025;00:45:00;15/04/2025;01:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;00:45:00;15/04/2025;01:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;00:45:00;15/04/2025;01:00:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
15/04/2025;01:00:00;15/04/2025;01:15:00;541448800000018463;;AMR-meter;Afname Actief;97,5;kWh;Gevalideerd;
15/04/2025;01:00:00;15/04/2025;01:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;01:00:00;15/04/2025;01:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;01:00:00;15/04/2025;01:15:00;541448800000018463;;AMR-meter;Afname Inductief;28,125;kVArh;Gevalideerd;
15/04/2025;01:15:00;15/04/2025;01:30:00;541448800000018463;;AMR-meter;Afname Actief;98,75;kWh;Gevalideerd;
15/04/2025;01:15:00;15/04/2025;01:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;01:15:00;15/04/2025;01:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;01:15:00;15/04/2025;01:30:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
15/04/2025;01:30:00;15/04/2025;01:45:00;541448800000018463;;AMR-meter;Afname Actief;108,125;kWh;Gevalideerd;
15/04/2025;01:30:00;15/04/2025;01:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;01:30:00;15/04/2025;01:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;01:30:00;15/04/2025;01:45:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
15/04/2025;01:45:00;15/04/2025;02:00:00;541448800000018463;;AMR-meter;Afname Actief;115;kWh;Gevalideerd;
15/04/2025;01:45:00;15/04/2025;02:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;01:45:00;15/04/2025;02:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;01:45:00;15/04/2025;02:00:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
15/04/2025;02:00:00;15/04/2025;02:15:00;541448800000018463;;AMR-meter;Afname Actief;115,625;kWh;Gevalideerd;
15/04/2025;02:00:00;15/04/2025;02:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;02:00:00;15/04/2025;02:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;02:00:00;15/04/2025;02:15:00;541448800000018463;;AMR-meter;Afname Inductief;33,125;kVArh;Gevalideerd;
15/04/2025;02:15:00;15/04/2025;02:30:00;541448800000018463;;AMR-meter;Afname Actief;103,75;kWh;Gevalideerd;
15/04/2025;02:15:00;15/04/2025;02:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;02:15:00;15/04/2025;02:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;02:15:00;15/04/2025;02:30:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
15/04/2025;02:30:00;15/04/2025;02:45:00;541448800000018463;;AMR-meter;Afname Actief;109,375;kWh;Gevalideerd;
15/04/2025;02:30:00;15/04/2025;02:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;02:30:00;15/04/2025;02:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;02:30:00;15/04/2025;02:45:00;541448800000018463;;AMR-meter;Afname Inductief;31,25;kVArh;Gevalideerd;
15/04/2025;02:45:00;15/04/2025;03:00:00;541448800000018463;;AMR-meter;Afname Actief;111,25;kWh;Gevalideerd;
15/04/2025;02:45:00;15/04/2025;03:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;02:45:00;15/04/2025;03:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;02:45:00;15/04/2025;03:00:00;541448800000018463;;AMR-meter;Afname Inductief;29,375;kVArh;Gevalideerd;
15/04/2025;03:00:00;15/04/2025;03:15:00;541448800000018463;;AMR-meter;Afname Actief;109,375;kWh;Gevalideerd;
15/04/2025;03:00:00;15/04/2025;03:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;03:00:00;15/04/2025;03:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;03:00:00;15/04/2025;03:15:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
15/04/2025;03:15:00;15/04/2025;03:30:00;541448800000018463;;AMR-meter;Afname Actief;105;kWh;Gevalideerd;
15/04/2025;03:15:00;15/04/2025;03:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;03:15:00;15/04/2025;03:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;03:15:00;15/04/2025;03:30:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
15/04/2025;03:30:00;15/04/2025;03:45:00;541448800000018463;;AMR-meter;Afname Actief;116,25;kWh;Gevalideerd;
15/04/2025;03:30:00;15/04/2025;03:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;03:30:00;15/04/2025;03:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;03:30:00;15/04/2025;03:45:00;541448800000018463;;AMR-meter;Afname Inductief;33,125;kVArh;Gevalideerd;
15/04/2025;03:45:00;15/04/2025;04:00:00;541448800000018463;;AMR-meter;Afname Actief;110;kWh;Gevalideerd;
15/04/2025;03:45:00;15/04/2025;04:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;03:45:00;15/04/2025;04:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;03:45:00;15/04/2025;04:00:00;541448800000018463;;AMR-meter;Afname Inductief;30,625;kVArh;Gevalideerd;
15/04/2025;04:00:00;15/04/2025;04:15:00;541448800000018463;;AMR-meter;Afname Actief;115;kWh;Gevalideerd;
15/04/2025;04:00:00;15/04/2025;04:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;04:00:00;15/04/2025;04:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;04:00:00;15/04/2025;04:15:00;541448800000018463;;AMR-meter;Afname Inductief;31,875;kVArh;Gevalideerd;
15/04/2025;04:15:00;15/04/2025;04:30:00;541448800000018463;;AMR-meter;Afname Actief;112,5;kWh;Gevalideerd;
15/04/2025;04:15:00;15/04/2025;04:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;04:15:00;15/04/2025;04:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;04:15:00;15/04/2025;04:30:00;541448800000018463;;AMR-meter;Afname Inductief;31,875;kVArh;Gevalideerd;
15/04/2025;04:30:00;15/04/2025;04:45:00;541448800000018463;;AMR-meter;Afname Actief;113,75;kWh;Gevalideerd;
15/04/2025;04:30:00;15/04/2025;04:45:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;04:30:00;15/04/2025;04:45:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;04:30:00;15/04/2025;04:45:00;541448800000018463;;AMR-meter;Afname Inductief;30;kVArh;Gevalideerd;
15/04/2025;04:45:00;15/04/2025;05:00:00;541448800000018463;;AMR-meter;Afname Actief;102,5;kWh;Gevalideerd;
15/04/2025;04:45:00;15/04/2025;05:00:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;04:45:00;15/04/2025;05:00:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;04:45:00;15/04/2025;05:00:00;541448800000018463;;AMR-meter;Afname Inductief;28,125;kVArh;Gevalideerd;
15/04/2025;05:00:00;15/04/2025;05:15:00;541448800000018463;;AMR-meter;Afname Actief;104,375;kWh;Gevalideerd;
15/04/2025;05:00:00;15/04/2025;05:15:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;05:00:00;15/04/2025;05:15:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;05:00:00;15/04/2025;05:15:00;541448800000018463;;AMR-meter;Afname Inductief;29,375;kVArh;Gevalideerd;
15/04/2025;05:15:00;15/04/2025;05:30:00;541448800000018463;;AMR-meter;Afname Actief;108,75;kWh;Gevalideerd;
15/04/2025;05:15:00;15/04/2025;05:30:00;541448800000018463;;AMR-meter;Afname Reactief;0;kVArh;Gevalideerd;
15/04/2025;05:15:00;15/04/2025;05:30:00;541448800000018463;;AMR-meter;Afname Capacitief;0;kVArh;Gevalideerd;
15/04/2025;05:15:00;15/04/2025;05:30:00;541448800000018463;;AMR-meter;Afname Inductief;28,75;kVArh;Gevalideerd;
